"CGY24.17"	"CGY29.01"	"CGY20.46"	"CGY24.16"	"CGY20.50"	"CGY24.09"	"CGY28.50"	"CGY28.49"	"CGY28.52"	"CGY20.55"
"possible_antisense_to_genes_ICS2"	1.79928021894607	1.78628184918854	2	3.02375471628769	2.93270477969302	5.55953959162218	2.07289466354239	2.94153020113411	2.08570482073134	2.77627138273482
"chrII-0028-W"	0	0	0	0	0	0	0	0	0	0
"chrII-0017-W"	0	0	0	0	0	0	0	0	0	0
"YBR158W"	102.558972479926	96.4592198561811	109	109.86308802512	93.8465529501765	104.519344322497	120.227890485459	109.817127509007	107.413798267664	89.7661080417593
"MUT97.1"	0	0	0	0	0	0	0	0	0	0
"mRNA_CBR159WTs1"	0	0	0	0	0	0	0	0	0	0
"YBR159W"	39.5841648168136	44.6570462297135	36	51.4038301768908	42.0354351755999	34.4691454680575	41.4578932708478	45.1034630840563	57.356882570112	39.7932231525325
"CUT_CBR159WTa3-B"	0	0	0	0	0	0	0	0	0	0
"CUT_CBR159WTa2"	0	0	0	0	0	0	0	0	0	0
"mRNA_CBR160WTs1"	0	0	0	0	0	0	0	0	0	0
"YBR160W"	12.5949615326225	16.9696775672911	14	10.0791823876256	9.77568259897672	11.1190791832444	15.5467099765679	8.82459060340232	15.6427861554851	8.32881414820447
"mRNA_CBR161WTs1-A"	0	0	0	0	0	0	0	0	0	0
"YBR161W"	4.49820054736518	7.14512739675415	5	6.04750943257539	7.82054607918138	7.78335542827105	7.25513132239837	9.80510067044702	6.25711446219403	7.40339035395953
"cluster_CBR161WC1"	0	0	0	0	0	0	0	0	0	0
"YBR162C"	368.852444883945	361.722074460679	319	351.763465328135	347.036732263674	339.131915088953	335.808935493867	431.424429499669	332.669918906649	342.406803870628
"MUT147.1"	0	0	0	0	0	0	0	0	0	0
"MUT147.2"	0	0	0	0	0	0	0	0	0	0
"mRNA_CBR162CD3-A"	0	0	0	0	0	0	0	0	0	0
"CUT_CBR162CD1-C"	0	0	0	0	0	0	0	0	0	0
"YBR162W-A"	9.8960412042034	9.82455017053696	15	13.1029371039133	14.6635238984651	16.6786187748665	15.5467099765679	6.86357046931291	12.5142289243881	21.2847472676336
"cluster_CBR162W-AD2"	0	0	0	0	0	0	0	0	0	0
"cluster_CBR163WTs1"	0	0	0	0	0	0	0	0	0	0
"YBR163W"	14.3942417515686	9.82455017053696	10	12.0950188651508	14.6635238984651	11.1190791832444	13.4738153130255	14.7076510056705	14.5999337451194	11.1050855309393
"MUT98.1"	0	0	0	0	0	0	0	0	0	0
"cluster_CBR163WC1"	0	0	0	0	0	0	0	0	0	0
"YBR164C"	18.8924422989338	10.7176910951312	10	12.0950188651508	9.77568259897672	20.0143425298398	8.29157865416956	9.80510067044702	8.34281928292538	11.1050855309393
"YBR165W"	5.39784065683822	3.57256369837708	4	5.03959119381282	5.86540955938603	10.0071712649199	2.07289466354239	7.84408053635761	6.25711446219403	4.62711897122471
"YBR166C"	13.4946016420955	8.03826832134842	13	11.0871006263882	8.79811433907905	13.3428950198932	13.4738153130255	2.94153020113411	11.4713765140224	13.8813569136741
"MUT148.1"	0	0	0	0	0	0	0	0	0	0
"cluster_CBR166CTs1"	0	0	0	0	0	0	0	0	0	0
"YBR167C"	1.79928021894607	4.46570462297135	2	3.02375471628769	4.88784129948836	7.78335542827105	4.14578932708478	2.94153020113411	7.29996687255971	3.70169517697977
"CUT028"	0	0	0	0	0	0	0	0	0	0
"CUT_CBR167CTa4"	0	0	0	0	0.977568259897672	0	0	0	0	0
"YBR168W"	6.29748076631125	5.35884554756561	7	5.03959119381282	6.84297781928371	10.0071712649199	6.21868399062717	4.90255033522351	4.17140964146269	5.55254276546965
"YBR169C"	22.4910027368259	23.221664039451	16	15.1187735814385	20.5289334578511	25.573882121462	15.5467099765679	13.7271409386258	17.7284909762164	23.1355948561235
"MUT149.1"	0	0	0	0	0	0	0	0	0	0
"YBR170C"	15.2938818610416	17.8628184918854	17	21.1662830140139	12.7083873786697	11.1190791832444	13.4738153130255	19.610201340894	19.8141957969478	21.2847472676336
"CUT029"	0	0	0	0	0	1.11190791832444	0	0.980510067044702	0	0
"CUT_CBR170CTa3-B"	0	0	0	0	0	0	0	0	0	0
"YBR171W"	12.5949615326225	14.2902547935083	22	15.1187735814385	10.7532508588744	17.790526693191	13.4738153130255	19.610201340894	12.5142289243881	15.732204502164
"YBR172C"	51.2794862399631	35.7256369837708	51	44.3484025055528	42.0354351755999	38.9167771413552	42.494340602619	34.3178523465646	38.5855391835299	42.5694945352673
"mRNA_CBR172CC1"	0	0	0	0	0	0	0	0	0	0
"MUT150.1"	0	0	1	0	0	0	0	0	0	0.925423794244941
"YBR173C"	23.3906428462989	33.046214209988	29	34.2692201179272	25.4167747573395	41.1405929780041	30.0569726213647	31.3763221454305	29.1998674902388	30.5389852100831
"possible_antisense_to_genes_UMP1"	0	0	0	0	0	0	0	0	0	0
"XUT_2F-221"	0	0	0	0	0	0	0	0	0	0
"YBR174C"	0	0	1	0	0	0	0	0	0	0
"YBR175W"	3.59856043789215	5.35884554756561	16	12.0950188651508	6.84297781928371	6.67144750994661	7.25513132239837	10.7856107374917	7.29996687255971	9.25423794244941
"YBR176W"	12.5949615326225	4.46570462297135	6	9.07126414886308	5.86540955938603	1.11190791832444	2.07289466354239	4.90255033522351	6.25711446219403	2.77627138273482
"YBR177C"	56.6773268968013	54.4815964002504	55	61.4830125645164	58.6540955938603	56.7073038345462	63.2232872380429	72.5577449613079	76.1282259566941	67.5559369798807
"YBR178W"	0	0	0	0	0	0	0	0	0	0
"YBR179C"	23.3906428462989	17.8628184918854	17	16.126691820201	20.5289334578511	11.1190791832444	14.5102626447967	12.7466308715811	12.5142289243881	9.25423794244941
"YBR180W"	0	0.893140924594269	0	0	0	0	0	0.980510067044702	0	0.925423794244941
"possible_antisense_to_genes_DTR1"	0	0.893140924594269	0	3.02375471628769	0.977568259897672	0	0	0	0	0
"XUT_2R-246"	0	0	1	1.00791823876256	0.977568259897672	0	0	0.980510067044702	0	0
"SUT448"	0	0	1	1.00791823876256	0.977568259897672	0	1.0364473317712	0.980510067044702	0	0
"mRNA_CBR180WC1"	0	0	0	0	0	0	0	0	0	0
"YBR181C"	375.149925650256	430.493925654438	434	395.103949594925	389.072167439274	393.61540308685	363.79301345169	338.275973130422	387.94109665603	354.437313195813
"pre-mRNA_CBR181CTs3-A"	0	0	0	0	1.95513651979534	0	0	1.9610201340894	0	0
"chrII-0020-C"	0	0	0	1.00791823876256	0	0	0	0	0	0
"XUT_2F-225"	0	0	0	1.00791823876256	0.977568259897672	0	1.0364473317712	1.9610201340894	0	0
"YBR182C"	4.49820054736518	1.78628184918854	2	5.03959119381282	2.93270477969302	3.33572375497331	4.14578932708478	1.9610201340894	3.12855723109702	0.925423794244941
"SUT993.1"	0	0	0	0	0	0	0	0	0	0
"possible_antisense_to_genes_YBR182C-A"	0	0.893140924594269	0	0	0	0	0	0	1.04285241036567	0
"YBR182C-A"	0	0	0	0	0	0	0	0	0	0
"YBR183W"	3.59856043789215	1.78628184918854	3	3.02375471628769	1.95513651979534	6.67144750994661	1.0364473317712	3.92204026817881	6.25711446219403	0
"YBR184W"	0.899640109473036	3.57256369837708	3	0	0.977568259897672	0	1.0364473317712	0.980510067044702	0	2.77627138273482
"YBR185C"	2.69892032841911	13.397113868914	6	11.0871006263882	6.84297781928371	8.89526334659548	7.25513132239837	13.7271409386258	10.4285241036567	3.70169517697977
"YBR186W"	0	0	0	0	0	0	0	0	0	0
"XUT_2R-256"	0.899640109473036	0.893140924594269	0	0	0.977568259897672	1.11190791832444	3.10934199531359	0.980510067044702	1.04285241036567	0
"SUT449"	0.899640109473036	0.893140924594269	0	1.00791823876256	1.95513651979534	1.11190791832444	1.0364473317712	0.980510067044702	2.08570482073134	0.925423794244941
"possible_antisense_to_genes_PCH2"	0.899640109473036	1.78628184918854	0	0	0.977568259897672	1.11190791832444	0	0	0	0.925423794244941
"SUT450"	0	0	0	0	0	0	0	0	0	0
"YBR187W"	37.7848845978675	56.267878249439	51	69.546358474617	31.2821843167255	56.7073038345462	52.858813920331	50.0060134192798	44.8426536457239	49.0474610949819
"possible_antisense_to_genes_GDT1"	0	0.893140924594269	2	0	0	0	4.14578932708478	0	2.08570482073134	0
"mRNA_CBR188CC1"	0	0	0	0	0	0	0	0	0	0
"YBR188C"	3.59856043789215	1.78628184918854	0	1.00791823876256	1.95513651979534	4.44763167329774	0	3.92204026817881	1.04285241036567	1.85084758848988
"YBR189W"	473.210697582817	453.715589693889	523	451.547370965629	517.133609485869	490.351391981076	470.547088624123	435.346469767848	492.226337692597	483.996644390104
"mRNA_CBR191WTs1-A"	0	0	0	0	0	0	0	0	0	0
"YBR190W"	0	0	0	0	0	0	0	0	0	0
"YBR190W_5UTR"	0	0	0	0	0	0	0	0	0	0
"YBR190W%2CYBR191W%2CYBR191W-A"	34.1863241599754	52.6953145510619	45	30.2375471628769	59.631663853758	37.8048692230308	40.4214459390766	33.3373422795199	63.613997032306	34.2406803870628
"YBR191W"	412.035170138651	434.959630277409	462	473.721572218405	477.053310830064	498.134747409347	412.506038044936	488.294013388261	500.569156975523	442.352573649082
"pre-mRNA_CBR191WTs3-A"	0	0	0	0	0	0	0	0	0	0
"YBR191W_3UTR"	0	0	0	0	0	0	0	0	0	0
"YBR191W-A"	0	0	0	0	0	0	0	0	0	0
"mRNA_CBR192WTs1-A"	0	0	0	0	0	0	0	0	0	0
"YBR192W"	8.09676098525733	6.25198647215988	10	4.03167295505026	5.86540955938603	4.44763167329774	5.18223665885598	4.90255033522351	3.12855723109702	6.47796655971459
"possible_antisense_to_genes_MED8"	0.899640109473036	2.67942277378281	1	0	2.93270477969302	5.55953959162218	7.25513132239837	6.86357046931291	3.12855723109702	2.77627138273482
"YBR193C"	4.49820054736518	7.14512739675415	8	7.05542767133795	7.82054607918138	8.89526334659548	3.10934199531359	4.90255033522351	3.12855723109702	6.47796655971459
"mRNA_CBR193CC1"	0	0	0	0	0	0	0	0	0	0
"YBR194W"	6.29748076631125	3.57256369837708	2	3.02375471628769	4.88784129948836	2.22381583664887	3.10934199531359	1.9610201340894	0	5.55254276546965
"YBR195C"	10.7956813136764	7.14512739675415	8	4.03167295505026	7.82054607918138	3.33572375497331	8.29157865416956	6.86357046931291	10.4285241036567	13.8813569136741
"XUT_2F-240"	0	0	0	1.00791823876256	0	0	0	0	0	0
"MUT153.1"	0	0	0	0	0	0	0	0	0	0
"MUT153.2"	0	0	0	0	0	0	0	0	0	0
"mRNA_CBR195CTs1"	0	0	0	0	0	0	0	0	0	0
"YBR196C"	887.944788049887	869.919260554818	851	921.237270228984	803.561109635887	917.324032617659	893.417599986771	1142.29422810708	982.366970564463	969.844136368698
"CUT_CBR196CTs2"	24.290282955772	16.9696775672911	18	21.1662830140139	25.4167747573395	34.4691454680575	32.1298672849071	23.5322416090728	15.6427861554851	28.6881376215932
"YBR196C-A"	0	0.893140924594269	1	0	0	1.11190791832444	0	0	0	0.925423794244941
"XUT_2F-242"	1.79928021894607	0.893140924594269	3	0	2.93270477969302	0	1.0364473317712	1.9610201340894	0	0.925423794244941
"possible_antisense_to_genes_YBR196C-B"	0	0	0	0	0	0	0	1.9610201340894	0	0
"CUT030"	0.899640109473036	0	0	0	0	0	0	0	0	0.925423794244941
"YBR196C-B"	0	0	0	0	0	0	0	0	0	0
"CUT_CBR197CTa1"	0	0	0	0	0	0	0	0	0	0
"YBR197C"	12.5949615326225	7.14512739675415	9	20.1583647752513	6.84297781928371	11.1190791832444	11.4009206494832	9.80510067044702	9.38567169329105	8.32881414820447
"possible_antisense_to_genes_YBR197C"	0	0	0	0	1.95513651979534	4.44763167329774	0	0.980510067044702	3.12855723109702	2.77627138273482
"YBR198C"	38.6845247073406	33.9393551345822	46	41.3246477892651	27.3719112771348	37.8048692230308	40.4214459390766	30.3958120783858	47.9712108768209	42.5694945352673
"YBR199W"	43.1827252547057	45.5501871543077	37	42.3325660280277	39.1027303959069	44.4763167329774	40.4214459390766	29.4153020113411	41.7140964146269	49.0474610949819
"YBR200W"	13.4946016420955	19.6491003410739	12	11.0871006263882	18.5737969380558	8.89526334659548	15.5467099765679	16.6686711397599	14.5999337451194	15.732204502164
"MUT100.1"	0	0	0	0	0	0	0	0	0	0
"YBR200W-A"	0	0	0	0	0	0	0	0	0	0
"possible_antisense_to_genes_YBR200W-A"	0	0	0	0	0	0	0	0	0	0
"YBR201W"	2.69892032841911	2.67942277378281	5	3.02375471628769	4.88784129948836	3.33572375497331	6.21868399062717	3.92204026817881	7.29996687255971	7.40339035395953
"cluster_CBR201C-AC1"	0	0	0	0	0	0	0	0	0	0
"possible_antisense_to_genes_YBR201C-A"	0.899640109473036	0	0	0	0	0	0	0	0	0
"YBR201C-A"	1.79928021894607	0	2	0	2.93270477969302	2.22381583664887	0	0	0	0.925423794244941
"CUT031"	0	0	0	0	0	0	0	0.980510067044702	0	0
"YBR202W"	37.7848845978675	33.9393551345822	33	29.2296289241144	38.1251621360092	24.4619742031376	36.2756566119918	40.2009127488328	46.9283584664553	40.7186469467774
"XUT_2R-264"	0.899640109473036	0	0	0	0	0	0	0	0	0
"SUT935.1"	0.899640109473036	0	0	0	0.977568259897672	0	0	0.980510067044702	0	0.925423794244941
"YBR203W"	2.69892032841911	4.46570462297135	4	6.04750943257539	3.91027303959069	4.44763167329774	2.07289466354239	3.92204026817881	7.29996687255971	6.47796655971459
"YBR204C"	2.69892032841911	6.25198647215988	5	5.03959119381282	6.84297781928371	6.67144750994661	5.18223665885598	6.86357046931291	6.25711446219403	8.32881414820447
"YBR205W"	23.3906428462989	32.1530732853937	39	25.1979559690641	31.2821843167255	38.9167771413552	38.3485512755342	30.3958120783858	31.2855723109702	28.6881376215932
"CUT_CBR205WTa3-A"	0	0	0	0	0	0	0	0	0	0
"CUT_CBR205WTa3-B"	0	0	0	0	0	0	0	0	0	0
"YBR206W"	7.19712087578429	9.82455017053696	12	10.0791823876256	3.91027303959069	15.5667108565421	7.25513132239837	13.7271409386258	6.25711446219403	9.25423794244941
"mRNA_CBR207WTs1"	0	0	0	0	0	0	0	0	0	0
"YBR207W"	17.0931620799877	22.3285231148567	16	17.1346100589636	28.3494795370325	14.4548029382177	17.6196046401103	25.4932617431622	23.9856054384105	24.0610186503685
"YBR208C"	34.1863241599754	25.9010868132338	27	35.2771383566898	20.5289334578511	32.2453296314086	23.8382886307375	23.5322416090728	40.6712440042612	29.6135614158381
"XUT_2F-252"	0	1.78628184918854	2	0	0	0	2.07289466354239	0	1.04285241036567	0.925423794244941
"YBR209W"	0	0.893140924594269	0	1.00791823876256	0.977568259897672	0	2.07289466354239	0	0	0.925423794244941
"tC(GCA)B"	0	0	0	0	0	0	0	0	0	0
"SUT1000.1"	0	0	0	0	0	0	0	0	0	0
"SUT1000.2"	0	0	0	0	0	0	0	0	0	0
"SUT1002.1"	0	0	0	1.00791823876256	0.977568259897672	0	0	0	0	0
"XUT_2R-267"	0	0	0	0	0	0	2.07289466354239	0.980510067044702	0	0
"SUT1002.2"	0	0	0	0	0	0	0	0.980510067044702	0	0
"XUT_2F-258"	0	0	0	0	0	0	1.0364473317712	0	0	0.925423794244941
"SUT937.1"	0	0	0	0	1.95513651979534	1.11190791832444	1.0364473317712	0	0	0
"tE(UUC)B"	0	0	2	2.01583647752513	0.977568259897672	0	0	2.94153020113411	1.04285241036567	0
"YBR210W"	6.29748076631125	7.14512739675415	9	7.05542767133795	7.82054607918138	11.1190791832444	7.25513132239837	13.7271409386258	8.34281928292538	3.70169517697977
"YBR211C"	4.49820054736518	1.78628184918854	4	4.03167295505026	6.84297781928371	5.55953959162218	6.21868399062717	3.92204026817881	4.17140964146269	3.70169517697977
"cluster_CBR211CC3"	0	0	0	0	0	0	0	0	0	0
"YBR212W"	52.1791263494361	50.9090327018733	40	37.2929748342149	48.8784129948836	47.8120404879507	54.9317085838734	44.1229530170116	55.2711777493806	48.1220373007369
"chrII-0013-W"	0	0	0	0	0	0	0	0	0	0
"YBR213W"	4.49820054736518	6.25198647215988	2	6.04750943257539	5.86540955938603	5.55953959162218	5.18223665885598	1.9610201340894	3.12855723109702	2.77627138273482
"YBR214W"	22.4910027368259	20.5422412656682	18	23.182119491539	18.5737969380558	18.9024346115154	27.9840779578223	22.5517315420281	21.8999006176791	17.5830520906539
"SUT938.1"	0.899640109473036	0	1	2.01583647752513	1.95513651979534	2.22381583664887	1.0364473317712	0	3.12855723109702	2.77627138273482
"XUT_2R-271"	0.899640109473036	0	0	0	0	0	0	0	0	0
"YBR215W"	17.9928021894607	20.5422412656682	15	9.07126414886308	14.6635238984651	11.1190791832444	8.29157865416956	13.7271409386258	10.4285241036567	15.732204502164
"XUT_2R-272"	0.899640109473036	0	0	1.00791823876256	0	0	0	0	0	0
"YBR216C"	24.290282955772	13.397113868914	12	4.03167295505026	15.6410921583628	15.5667108565421	21.7653939671951	16.6686711397599	17.7284909762164	19.4338996791438
"CUT032"	0.899640109473036	0	0	0	0	1.11190791832444	0	0	0	0
"YBR217W"	1.79928021894607	5.35884554756561	3	2.01583647752513	0.977568259897672	1.11190791832444	2.07289466354239	3.92204026817881	2.08570482073134	1.85084758848988
"YBR218C"	244.702109776666	225.96465392235	230	241.900377303016	252.212611053599	229.053031174834	216.61749234018	283.367409375919	245.070316435933	253.566119623114
"XUT_2F-270"	0	0	0	0	0	0	0	0	0	0
"CUT_CBR218CTs1"	0	0	0	0	0	0	0	0	0	0
"YBR219C"	0	0	0	0	0	0	0	0	0	0
"YBR220C"	28.7884835031372	44.6570462297135	47	34.2692201179272	24.4392064974418	31.1334217130842	19.6924993036527	40.2009127488328	36.4998343627985	28.6881376215932
"CUT033"	0	0	0	0	0	0	0	0	0	0
"CUT_CBR221CTa1-A"	0	0	0	0	0	0	0	0	0	0
"mRNA_CBR220CTs1"	0	0	0	0	0	0	0	0	0	0
"YBR221C"	147.540977953578	191.132157863174	157	183.441119454787	158.366058103423	170.121911503639	165.831573083391	213.751194615745	185.62772904509	177.681368495029
"YBR221W-A"	0	0	0	0	0	0	0	0	0	0
"YBR222C"	38.6845247073406	42.8707643805249	43	41.3246477892651	29.3270477969302	45.5882246513019	41.4578932708478	50.9865234863245	43.7998012353582	37.0169517697977
"possible_antisense_to_genes_YBR221W-A"	12.5949615326225	17.8628184918854	15	8.06334591010052	8.79811433907905	11.1190791832444	11.4009206494832	9.80510067044702	7.29996687255971	11.1050855309393
"YBR223C"	2.69892032841911	2.67942277378281	2	2.01583647752513	1.95513651979534	2.22381583664887	3.10934199531359	2.94153020113411	2.08570482073134	1.85084758848988
"YBR223W-A"	0	0	0	0	0	0	0	0	0	0
"YBR224W"	0	0	0	0	0	0	0	0	0	0
"YBR225W"	20.6917225178798	15.1833957181026	13	15.1187735814385	8.79811433907905	6.67144750994661	15.5467099765679	20.5907114079387	12.5142289243881	12.0305093251842
"YBR226C"	0	0	0	0	0	0	0	0	0	0
"YBR227C"	8.09676098525733	3.57256369837708	4	7.05542767133795	9.77568259897672	7.78335542827105	8.29157865416956	3.92204026817881	2.08570482073134	2.77627138273482
"YBR226C%2CYBR227C"	7.19712087578429	3.57256369837708	3	6.04750943257539	7.82054607918138	6.67144750994661	7.25513132239837	3.92204026817881	2.08570482073134	2.77627138273482
"XUT_2F-274"	0	0	0	0	0	0	0	0	0	0
"YBR228W"	1.79928021894607	1.78628184918854	2	6.04750943257539	0.977568259897672	2.22381583664887	6.21868399062717	0.980510067044702	2.08570482073134	4.62711897122471
"possible_antisense_to_genes_SLX1"	21.5913626273529	11.6108320197255	11	34.2692201179272	24.4392064974418	23.3500662848131	37.312103943763	13.7271409386258	22.9427530280448	19.4338996791438
"YBR229C"	40.4838049262866	60.7335828724103	41	40.3167295505026	35.1924573563162	36.6929613047064	48.7130245932462	53.9280536874586	54.228325339015	65.7050893913908
"cluster_CBR229CTs1"	0	0	0	0	0	0	0	0	0	0
"CUT_CBR230CTa2"	0	0	0	0	0	0	0	0	0	0
"YBR230C"	7.19712087578429	12.5039729443198	16	16.126691820201	8.79811433907905	21.1262504481643	14.5102626447967	16.6686711397599	12.5142289243881	11.1050855309393
"ncRNA_CBR230CD3-B"	0	0	0	0	0	0	0	0	0	0
"YBR230W-A"	0	0.893140924594269	2	1.00791823876256	0	2.22381583664887	0	0.980510067044702	3.12855723109702	0
"cluster_CBR230W-AD1"	0	0	0	0	0	0	0	0	0	0
"LSR1"	22.4910027368259	10.7176910951312	12	3.02375471628769	6.84297781928371	3.33572375497331	3.10934199531359	2.94153020113411	3.12855723109702	2.77627138273482
"ncRNA_CLSR1Ts4"	0	0	0	0	0	0	0	0	0	0
"LSR1_noncoding_exon"	2017.89276554802	2173.01186953786	2196	2288.98232022978	2061.69146012419	2117.07267648973	2026.25453361269	2169.86877836993	1736.34926325884	1969.30183415323
"other_CLSR1C3-A"	0	0	0	0	0	0	0	0	0	0
"CUT_CLSR1C3-C"	0	0	1	0	0	0	0	0	0	0.925423794244941
"ncRNA_CLSR1Ts3-D"	0	0	0	0	0	0	0	0	0	0
"ncRNA_CLSR1Ts3-E"	0	0	0	0	0	0	0	0	0	0
"YBR231C"	4.49820054736518	1.78628184918854	9	6.04750943257539	3.91027303959069	10.0071712649199	5.18223665885598	2.94153020113411	3.12855723109702	5.55254276546965
"CUT034"	0	0.893140924594269	0	0	0	0	0	0	0	0
"CUT_CBR231CTa3-B"	0	0	0	0	0	0	0	0	0	0
"YBR232C"	0	0	0	0	0	0	0	0	0	0
"YBR233W"	7.19712087578429	4.46570462297135	6	9.07126414886308	10.7532508588744	6.67144750994661	6.21868399062717	6.86357046931291	8.34281928292538	11.1050855309393
"YBR233W-A"	3.59856043789215	5.35884554756561	7	2.01583647752513	4.88784129948836	5.55953959162218	1.0364473317712	4.90255033522351	3.12855723109702	0.925423794244941
"mRNA_CBR233W-AC1"	0	0	0	0	0	0	0	0	0	0
"YBR234C"	62.9748076631125	60.7335828724103	50	63.4988490420416	45.9457082151906	65.6025671811417	63.2232872380429	56.8695838885927	53.1854729286493	60.1525466259212
"YBR235W"	49.480206021017	36.618777908365	36	35.2771383566898	43.0130034354976	25.573882121462	37.312103943763	39.2204026817881	36.4998343627985	39.7932231525325
"XUT_2R-288"	0	0	2	0	0	0	0	0	2.08570482073134	0
"YBR236C"	13.4946016420955	2.67942277378281	13	22.1742012527764	11.7308191187721	12.2309871015688	14.5102626447967	12.7466308715811	10.4285241036567	12.0305093251842
"YBR237W"	11.6953214231495	8.03826832134842	8	12.0950188651508	9.77568259897672	13.3428950198932	3.10934199531359	11.7661208045364	9.38567169329105	14.8067807079191
"mRNA_CBR238CC1"	0	0	0	0	0	0	0	0	0	0
"chrII-0026-W"	0	0	0	0	0	0	0	0	0	0
"YBR238C"	38.6845247073406	35.7256369837708	27	24.1900377303016	34.2148890964185	36.6929613047064	51.8223665885598	46.083973151101	36.4998343627985	45.3457659180021
"MUT157.1"	0	0	0	0	0	0	0	0	0	0
"MUT157.2"	0	0	0	0	0	0	0	0	0	0
"mRNA_CBR238CTs1-A"	0	0	0	0	0	0	0	0	0	0
"SUT021"	0	0	0	1.00791823876256	0	0	0	0	0	0
"chrII-0016-C"	0	0	0	0	0	0	0	0	0	0.925423794244941
"XUT_2F-282"	0	0	0	0	0.977568259897672	0	0	0	0	0
"YBR239C"	9.8960412042034	15.1833957181026	18	16.126691820201	18.5737969380558	12.2309871015688	10.364473317712	14.7076510056705	9.38567169329105	14.8067807079191
"CUT035"	0	0	0	0	0	0	0	0.980510067044702	0	0
"possible_antisense_to_genes_YBR239C"	0	0	0	0	0	0	0	0.980510067044702	0	0.925423794244941
"CUT_CBR239CTs1"	0	0	0	0	0	0	0	0	0	0
"YBR240C"	0	0	1	0	4.88784129948836	1.11190791832444	5.18223665885598	0	0	2.77627138273482
"XUT_2R-296"	0	0	0	0	0	0	0	0	0	0
"CUT_CBR241CTa1"	0	0	0	0	0	0	0	0	0	0
"MUT101.1"	0	0	0	0	0	0	0	0	0	0
"MUT101.2"	0	0	0	0	0	0	0	0	0	0
"YBR241C"	9.8960412042034	12.5039729443198	11	7.05542767133795	10.7532508588744	6.67144750994661	9.32802598594076	8.82459060340232	9.38567169329105	9.25423794244941
"SUT1007.1"	0	0	0	0	0	0	0	0	0	0
"SUT1007.2"	0	0	1	1.00791823876256	1.95513651979534	1.11190791832444	0	0	0	0
"CUT457"	0	0	0	0	0	0	0	0	0	0
"cluster_CBR242WD1"	0	0	0	0	0	0	0	0	0	0
"YBR242W"	8.99640109473036	9.82455017053696	9	7.05542767133795	6.84297781928371	13.3428950198932	16.5831573083391	4.90255033522351	10.4285241036567	8.32881414820447
"XUT_2R-299"	0	0	0	0	0	0	0	0	0	0
"cluster_CBR242WC3"	0	0	0	0	0	0	0	0	0	0
"YBR243C"	16.1935219705147	20.5422412656682	19	24.1900377303016	33.2373208365209	32.2453296314086	25.9111832942799	24.5127516761175	29.1998674902388	23.1355948561235
"YBR243C_5UTR"	0	0	0	0	0	0	0	0	0	0
"CUT_CBR243CD1-B"	0	0	0	0	0	0	0	0	0	0
"CUT036"	0	0	0	0	0	0	0	0	0	0.925423794244941
"CUT_CBR244WD1-A"	0	0	0	0	0	0	0	0	0	0
"YBR244W"	11.6953214231495	16.0765366426968	11	6.04750943257539	11.7308191187721	13.3428950198932	18.6560519718815	11.7661208045364	13.5570813347537	9.25423794244941
"YBR245C"	58.4766071157474	39.2982006821478	32	48.3800754606031	43.9905716953953	40.0286850596797	50.7859192567886	33.3373422795199	45.8855060560896	51.8237324777167
"mRNA_CBR245CC2"	0	0	0	0	0	0	0	0	0	0
"YBR246W"	12.5949615326225	12.5039729443198	23	19.1504465364887	19.5513651979534	11.1190791832444	13.4738153130255	20.5907114079387	17.7284909762164	21.2847472676336
"mRNA_CBR246WC1"	0	0	0	0	0	0	0	0	0	0
"YBR247C"	17.0931620799877	26.7942277378281	39	23.182119491539	35.1924573563162	35.5810533863819	25.9111832942799	27.4542818772516	37.5426867731642	37.9423755640426
"CUT037"	0	0	2	0	1.95513651979534	0	0	0	1.04285241036567	0.925423794244941
"YBR248C"	35.0859642694484	42.8707643805249	38	30.2375471628769	43.0130034354976	56.7073038345462	29.0205252895935	23.5322416090728	34.4141295420672	24.9864424446134
"possible_antisense_to_genes_HIS7"	0	0	0	2.01583647752513	0	1.11190791832444	2.07289466354239	0	0	0
"mRNA_CBR248CTs1"	0	0	0	0	0	0	0	0	0	0
"YBR249C"	147.540977953578	153.620239030214	148	163.282754679535	152.500648544037	160.114740238719	133.701705798484	181.39436240327	175.199204941433	158.247468815885
"CUT_CBR249CTa2"	0	0	0	0	0	0	0	0	0	0
"possible_antisense_to_genes_ARO4"	0	0	0	0	0	0	0	0	0	0
"MUT102.1"	0	0	0	0	0	0	0	0	0	0
"XUT_2F-291"	0	0	0	0	0	0	0	0.980510067044702	0	0
"CUT_CBR250WD1"	0	0	0	0	0	0	0	0	0	0
"MUT102.2"	0	0	0	0	0	0	0	0	0	0
"YBR250W"	0.899640109473036	1.78628184918854	0	0	0	2.22381583664887	1.0364473317712	2.94153020113411	5.21426205182836	0
"CUT458"	0.899640109473036	0	0	0	0	0	0	0	0	0
"YBR251W"	8.09676098525733	6.25198647215988	8	6.04750943257539	3.91027303959069	5.55953959162218	3.10934199531359	8.82459060340232	8.34281928292538	9.25423794244941
"XUT_2R-307"	0	0	0	0	0	0	0	0	0	0
"possible_antisense_to_genes_DUT1"	0	0	0	0	0	0	0	0	0	0.925423794244941
"YBR252W"	17.0931620799877	15.1833957181026	23	12.0950188651508	7.82054607918138	28.9096058764353	14.5102626447967	18.6296912738493	14.5999337451194	21.2847472676336
"cluster_CBR253WTs1"	0	0	0	0	0	0	0	0	0	0
